Time,Hand:x,Hand:y,Hand:z
306.556,304.84326,339.16318,78.69358
306.973,307.12598,338.10352,71.07455
307.39,305.43219,336.71323,95.78724
307.807,205.26003,259.6041,274.79086
308.225,173.66585,253.95462,416.69772
308.642,169.21474,258.87576,396.28088
309.059,198.77213,216.72403,224.12701
309.476,184.25893,168.1716,90.85052
309.893,173.85378,144.06834,82.96961
310.31,222.44566,193.16618,154.45421
310.727,311.94052,283.23804,133.88025
311.144,307.67581,290.59668,116.20213
311.561,304.99991,284.96948,126.47464
311.978,296.62515,298.44385,114.02077
312.395,293.0864,307.1593,118.93759
312.813,294.21362,314.14166,119.09444
313.23,291.95157,314.76642,117.51267
313.647,288.83145,316.78873,117.93771
314.064,285.15573,313.47089,115.13552
314.481,284.03586,313.63235,114.87456
314.898,292.98941,313.06335,111.04146
315.315,291.93594,312.10028,108.19336
315.732,292.06604,310.62143,109.2064
316.149,291.3558,310.63339,110.51974
316.566,309.10068,335.1944,110.47623
316.983,315.83139,338.16724,101.76379
317.4,316.93985,338.23752,99.83224
317.818,320.38785,341.88107,92.88615
318.235,322.28259,339.04614,92.27251
318.652,296.11841,312.0575,112.54369
319.069,316.11661,317.72012,117.80193
319.486,301.9151,321.15729,95.90666
319.903,304.17456,320.26404,93.68084
320.32,305.6727,319.39709,94.46233
320.737,305.4563,317.12869,96.03244
321.154,305.4205,315.47766,98.72424
321.571,299.29721,302.66962,128.80817
321.988,247.25221,230.99895,219.4201
322.405,162.9511,173.9906,349.40332
322.823,54.66685,181.69638,405.95978
323.24,54.41177,121.81133,434.89459
323.657,128.99205,140.39331,202.65614
324.074,76.35247,111.24827,156.40674
324.491,143.96315,155.11287,169.0872
324.908,209.44398,224.25504,136.69319
325.325,224.54945,229.33972,132.12048
325.742,242.64824,237.88451,135.5291
326.159,245.16339,256.44431,141.15527
326.576,271.25198,273.34448,134.07365
326.993,280.27097,278.08447,142.13071
327.41,283.76797,279.15634,138.0697
327.828,282.65872,279.21298,133.64124
328.245,281.06088,277.52823,132.38481
328.662,282.81226,277.39102,129.64592
329.079,291.10239,307.27356,121.88019
329.496,317.79968,342.18466,106.87706
329.913,321.46255,344.07895,105.84422
330.33,321.97922,345.61691,98.26197
330.747,324.61929,342.31818,98.8989
331.164,329.99969,344.65784,97.9458
331.581,330.91818,342.49496,93.71033
331.998,317.22183,334.29425,75.75937
332.415,314.05573,341.12402,59.09225
332.832,314.25616,340.4436,60.46514
333.25,314.60278,339.6965,64.1724
333.667,298.36874,332.66205,94.92629
334.084,310.12146,348.59369,96.83223
334.501,299.44266,307.27362,151.86597
334.918,282.93588,176.36601,287.72784
335.335,281.87973,240.54272,263.51315
335.752,273.58768,269.9744,252.00603
336.169,231.65736,244.97971,282.16946
336.586,127.20438,177.44238,373.23672
337.003,-15.53647,155.37688,433.21414
337.42,127.51539,222.5808,360.04156
337.837,176.48288,208.15492,329.38181
338.255,242.36395,239.77843,237.18954
338.672,268.84781,273.20807,167.03694
339.089,288.74225,281.00739,160.72144
339.506,288.17572,278.84979,153.1693
339.923,292.35239,278.06665,148.45163
340.34,295.58527,277.80643,149.71669
340.757,297.41302,276.48352,151.42653
341.174,298.54483,275.1572,149.74886
341.591,298.64819,276.44983,145.41745
342.008,296.25854,275.73297,141.95602
342.425,296.69513,277.81033,145.149
342.842,306.48615,306.68637,139.90138
343.26,326.08017,321.99039,119.07474
343.677,317.737,317.25769,115.94028
344.094,316.22919,318.7204,113.95976
344.511,319.01212,323.91925,106.80975
344.928,317.06934,325.32364,105.36388
345.345,317.30124,327.85855,106.66833
345.762,324.05951,333.22131,119.81676
346.179,333.36343,337.49619,113.62953
346.596,336.47198,337.61615,109.24908
347.013,337.56339,339.36029,102.959
347.43,339.8707,340.1022,96.72732
347.848,342.47656,333.98389,100.26351
348.265,347.03824,327.7421,98.23033
348.682,346.73703,326.36768,98.53889
349.099,348.70657,326.14471,96.45065
349.516,337.61166,318.0697,118.40582
349.933,179.26207,189.82999,445.32739
350.35,155.79506,186.66428,551.27502
350.767,195.55446,209.30615,443.04099
351.184,256.73093,241.18013,218.15143
351.601,175.20544,185.88913,355.19662
352.018,140.54691,79.76786,522.1402
352.435,135.94456,87.29502,432.72531
352.853,141.13351,107.09566,321.98895
353.27,268.92603,250.17206,154.45738
353.687,306.86288,280.06821,142.11157
354.104,322.95438,282.85706,135.78162
354.521,324.85495,281.51559,131.8844
354.938,324.60278,280.39255,131.98013
355.355,325.49042,279.07315,130.33
355.772,325.60986,279.59113,128.18246
356.189,326.44211,280.27567,125.10488
356.606,327.06976,281.73145,124.5529
357.023,327.16519,281.99377,124.42633
357.44,327.98495,283.00964,125.24426
357.858,328.62631,282.75311,125.95896
358.275,330.01089,282.32727,128.65517
358.692,336.59406,283.62103,167.77046
359.109,341.22583,288.27722,160.87851
359.526,348.57751,300.99033,175.24155
359.943,355.43491,304.64368,171.48302
360.36,354.97543,309.17572,160.76697
360.777,353.12408,309.55847,156.81195
361.194,353.45648,309.21292,153.67213
361.611,355.06177,308.58521,152.58107
362.028,353.36902,307.07852,152.11642
362.445,352.42413,307.29309,152.62904
362.862,317.29468,307.86819,159.8376
363.28,328.65402,310.82687,140.96744
363.697,342.62103,324.52841,136.23309
364.114,347.18536,339.36792,114.4132
364.531,355.121,342.97382,103.1253
364.948,351.63791,327.40179,105.97593
365.365,360.52747,320.49792,108.07614
365.782,357.18231,287.33685,107.80361
366.199,333.34155,208.64594,312.28329
366.616,360.24521,253.91978,249.56161
367.033,331.84317,247.01236,259.77661
367.45,316.25146,231.2504,269.74976
367.867,203.00482,106.09539,421.91962
368.285,181.00391,182.67699,340.0687
368.702,159.19125,168.81322,275.22345
369.119,141.31641,166.89665,284.68069
369.536,148.04402,212.4966,259.90564
369.953,222.05016,264.81995,187.93265
370.37,252.41473,291.99368,157.90771
370.787,278.05035,313.45609,133.72893
371.204,305.3703,333.04211,124.4613
371.621,309.55765,331.79468,122.26295
372.038,314.93356,328.89673,132.02176
372.455,317.72208,331.03604,134.62337
372.872,316.88757,325.74652,132.34503
373.29,304.70612,316.8175,150.61028
373.707,316.89832,301.56552,161.52425
374.124,330.06223,298.96906,165.38774
374.541,337.29501,299.58865,163.8812
374.958,343.8508,295.1535,164.37947
375.375,345.87213,292.97937,167.03616
375.792,343.78387,287.58191,174.2209
376.209,329.79727,258.65173,224.981
376.626,324.77432,241.18631,265.49445
377.043,323.1774,155.73373,310.64969
377.46,305.93314,131.94281,352.5455
377.878,265.90253,172.95728,224.78613
378.295,190.08926,168.87611,391.93369
378.712,142.31244,68.02588,439.95276
379.129,100.08311,58.29426,419.43311
379.546,155.77612,218.15669,385.85187
379.963,231.92078,263.56943,241.18793
380.38,249.48058,265.15524,204.06149
380.797,249.24265,279.98859,166.72701
381.214,250.77608,284.73196,151.79108
381.631,257.29874,284.40533,147.13666
382.048,262.11951,286.04453,143.16115
382.465,265.49918,285.88583,142.37711
382.883,269.82535,285.83511,140.35735
383.3,276.45099,285.78674,139.58157
383.717,279.41681,285.48117,138.54173
384.134,281.81512,285.8862,138.08208
384.551,283.37738,286.34097,139.11241
384.968,294.53604,291.00974,151.96353
385.385,310.4166,303.19485,141.2746
385.802,318.52179,303.25049,136.20264
386.219,322.25653,302.92529,137.80632
386.636,322.25922,293.1235,143.21628
387.053,325.95416,303.8064,139.79353
387.47,305.55023,255.33266,187.35561
387.888,218.25896,162.31718,260.25443
388.305,173.57086,144.12503,222.41589
388.722,108.31946,104.18935,223.54338
389.139,157.46643,158.72682,206.09746
389.556,240.15436,236.99083,159.05083
389.973,261.35568,234.28874,177.62837
390.39,255.42934,264.86893,136.11415
390.807,257.83875,265.07156,138.63216
391.224,263.67349,263.48297,140.55608
391.641,269.90521,271.44727,140.74802
392.058,279.15048,287.85944,144.06239
392.475,312.40149,328.34698,130.45314
392.892,318.67361,331.45847,134.53108
393.31,323.96561,327.66486,135.71973
393.727,325.87057,325.52112,140.23135
394.144,336.42944,320.03171,135.08517
394.561,342.20523,319.49612,124.63219
394.978,340.6564,315.26352,124.05335
395.395,306.11676,276.3425,188.82019
395.812,240.47792,165.14339,319.88358
396.229,234.71077,156.60486,369.12097
396.646,132.81451,65.49672,419.44635
397.063,45.86022,63.22241,389.38409
397.48,7.97711,94.79245,345.74643
397.897,39.0351,85.54765,329.00732
398.315,80.91223,134.04483,323.57755
398.732,204.84541,224.50624,173.12634
399.149,238.74442,248.79089,174.59395
399.566,267.46631,289.37283,168.42354
399.983,290.44403,313.05823,151.56816
400.4,292.40741,315.74799,138.70421
400.817,303.5408,338.2121,114.45267
401.234,313.12448,343.01965,104.44579
401.651,320.34772,344.65677,100.60555
402.068,325.83368,348.08002,93.00191
402.485,328.44016,342.76782,96.05762
402.902,319.81366,338.2016,104.47888
403.32,303.80734,333.8653,100.88639
403.737,305.73434,331.44296,90.46186
404.154,310.3627,332.23022,87.86284
404.571,310.72147,332.7099,89.86852
404.988,311.52628,332.56223,90.21473
405.405,312.46634,332.41238,89.81117
405.822,312.20712,332.89078,91.12453
406.239,312.54428,332.68146,92.02418
406.656,312.83655,331.05798,92.03066
407.073,313.38452,331.35977,87.89983
407.49,313.52158,331.85519,87.89183
407.908,314.03506,332.13724,88.04787
408.325,313.57437,335.53729,91.85449
408.742,312.69867,335.91141,92.75832
409.159,312.68954,335.54608,94.16593
409.576,307.18005,326.30017,105.50098
409.993,255.10757,203.42693,207.54916
410.41,293.13071,172.95923,213.4037
410.827,305.76602,123.08868,223.91225
411.244,249.03934,138.59808,205.39803
411.661,173.17865,160.27359,209.83826
412.078,233.08142,251.62846,137.33589
412.495,267.34766,306.25461,107.52227
412.913,299.25214,342.80151,85.87543
413.33,297.80099,343.21542,79.92953
413.747,295.67584,348.57764,81.349
414.164,298.15909,348.7973,84.78751
414.581,309.23071,345.138,83.21027
414.998,317.75027,349.33078,74.25709
415.415,320.73981,349.76376,73.9521
415.832,322.09824,346.84488,73.82132
416.249,318.03217,340.05957,67.81316
416.666,315.2869,329.52036,71.12961
417.083,314.11685,323.25644,70.44317
417.5,316.59988,322.79407,71.77054
417.918,320.42914,321.02551,77.34388
418.335,314.35828,308.27069,92.31042
418.752,295.94891,221.92418,176.30859
419.169,308.62668,110.77685,141.02893
419.586,357.91479,96.49065,222.25847
420.003,254.11194,1.61531,437.79434
420.42,46.59481,82.94267,397.75397
420.837,-11.02745,136.44878,286.92807
421.254,33.96818,277.8439,255.70178
421.671,183.66702,302.63684,190.40372
422.088,249.3688,335.16711,145.19537
422.505,284.77499,352.17075,107.97118
422.923,303.8165,350.3548,96.69051
423.34,315.84833,350.50537,92.48746
423.757,323.75208,346.78949,89.71908
424.174,241.90303,234.50298,203.47643
424.591,187.69377,186.39897,196.88268
425.008,139.61807,173.64059,204.5688
425.425,160.29645,203.87466,206.72035
425.842,179.92343,236.9402,178.86913
426.259,206.6812,245.03902,167.63512
426.676,225.96605,244.27536,160.89259
427.093,230.97325,243.03688,155.74727
427.51,238.1442,244.01932,153.6534
427.927,239.30521,244.24696,149.90451
428.345,240.86595,245.69675,150.57845
428.762,288.1644,312.45139,132.39581
429.179,314.28934,336.5556,110.65904
429.596,315.85571,330.95782,114.71349
430.013,317.49164,331.93466,112.40453
430.43,321.7681,334.25735,102.70631
430.847,312.80505,335.67065,118.25913
431.264,306.10828,330.02866,114.68444
431.681,299.59232,320.81161,126.7478
432.098,303.83594,327.35831,132.79269
432.515,317.75366,331.20502,122.31863
432.932,321.19397,328.76321,122.81857
433.35,324.91016,331.19839,119.13901
433.767,328.36832,330.4549,117.71826
434.184,310.59644,314.51318,134.64969
434.601,303.0896,308.38483,138.85889
435.018,305.64417,307.52527,140.13159
435.435,299.73752,295.16953,153.3335
435.852,222.39325,214.56215,143.35495
436.269,193.28578,221.78023,77.90499
436.686,183.99638,223.96091,72.60749
437.103,229.72408,202.71666,96.76073
437.52,233.41211,171.67786,137.20695
437.938,238.57814,164.88573,151.08333
438.355,239.63118,215.06525,106.5386
438.772,264.35495,231.79024,93.01013
439.189,282.36658,247.80457,109.64805
439.606,279.74237,270.58606,127.6039
440.023,305.54419,323.93771,107.12935
440.44,320.61276,331.84512,88.42619
440.857,327.08301,340.98294,78.07674
441.274,332.57797,347.25018,81.56446
441.691,336.76712,347.33972,80.52519
442.108,328.13849,338.42542,85.63802
442.525,315.56567,339.1601,51.19851
442.943,311.49234,340.56546,59.79792
443.36,313.06949,341.03299,58.38261
443.777,308.7236,338.3519,57.36192
444.194,310.91745,339.32025,57.55758
444.611,313.15005,341.116,56.95001
445.028,313.41156,341.35721,77.85578
445.445,289.84567,321.00555,138.70683
445.862,219.91832,255.87035,234.20949
446.279,190.05415,243.45662,138.74451
446.696,202.59325,241.65378,179.14844
447.113,210.29039,211.70129,308.20892
447.53,161.6487,197.78516,409.65738
447.948,106.67027,141.80571,465.20282
448.365,174.29178,111.81236,494.75211
448.782,122.02064,54.59206,458.6499
449.199,126.45309,104.30455,412.98196
449.616,116.17254,152.35628,394.58997
450.033,134.94183,192.21243,343.72491
450.45,156.9306,234.24139,246.4025
450.867,161.86949,242.18404,230.26366
451.284,168.76346,242.66164,226.26599
451.701,176.72641,246.40971,224.0123
452.118,177.98914,252.09415,227.2466
452.535,171.47105,256.64374,226.86179
452.953,281.66534,320.83435,201.97815
453.37,323.90039,339.92572,182.22115
453.787,334.41797,342.73297,176.54457
454.204,340.82913,337.26837,168.31429
454.621,256.49481,220.13338,239.82841
455.038,158.54932,104.76573,305.45221
455.455,152.40427,97.55758,289.46921
455.872,181.92313,150.24985,268.6734
456.289,255.19496,262.93842,155.82854
456.706,276.45303,269.99829,155.85713
457.123,278.06836,272.89893,154.78539
457.54,282.96426,277.10452,149.42574
457.957,287.31381,276.31772,146.63008
458.375,287.6759,276.55728,145.36131
458.792,285.34311,282.61493,144.52747
459.209,313.74704,336.33524,118.786
459.626,324.23761,340.87421,111.55339
460.043,327.20233,343.11038,102.89481
460.46,329.86606,343.47284,98.61214
460.877,331.18619,337.99011,97.76758
461.294,335.2406,326.27759,83.62798
461.711,331.53378,320.57336,63.92341
462.128,335.20166,324.37881,50.03417
462.545,335.13306,324.01413,53.46395
462.962,335.85992,323.97113,54.79979
463.38,338.10687,324.74704,54.00461
463.797,337.36044,322.36823,54.78138
464.214,337.06143,323.21039,56.39192
464.631,338.22675,321.55518,56.92799
465.048,339.10269,317.30786,58.30957
465.465,289.40039,224.86703,205.47523
465.882,295.80417,142.50148,303.49918
466.299,189.11852,120.32241,398.991
466.716,49.77217,146.00946,407.6069
467.133,-9.08135,172.92073,365.24124
467.55,10.05465,166.74263,347.56866
467.967,24.23316,175.77141,346.42392
468.385,236.79778,204.70506,156.23648
468.802,254.14915,215.48026,152.4176
469.219,279.60007,233.40904,145.99158
469.636,277.82181,230.83397,142.17203
470.053,279.09863,232.13846,135.0554
470.47,278.04614,232.64082,135.10027
470.887,302.37274,267.65283,144.67845
471.304,319.75803,319.26352,113.41287
471.721,312.01022,315.66971,107.74237
472.138,299.30566,319.06876,116.71049
472.555,300.38205,317.17041,117.73773
472.973,302.65002,316.9339,115.80324
473.39,302.29306,319.76672,119.41621
473.807,302.67859,313.58609,121.50031
474.224,306.03305,313.10925,121.46162
474.641,308.87866,316.34247,123.20383
475.058,309.14465,321.57532,121.80339
475.475,325.4892,329.70203,131.91119
475.892,333.18982,333.50751,138.83405
476.309,338.03448,334.50787,148.86067
476.726,341.37317,329.32819,139.49083
477.143,344.11829,324.91058,126.8302
477.56,343.40088,321.87134,117.11539
477.978,347.77527,318.19052,115.41711
478.395,347.32086,316.31372,112.87106
478.812,346.78122,314.51019,113.51605
479.229,318.79388,260.87454,185.67458
479.646,315.02155,115.12811,188.63066
480.063,191.10559,153.31393,188.90964
480.48,-13.60573,182.39856,251.69159
480.897,-25.29344,181.70247,271.0997
481.314,4.54742,166.55614,292.02725
481.731,4.13155,167.41006,277.85083
482.148,2.74601,164.07263,286.0925
482.565,37.02647,134.83812,278.8598
482.983,29.58702,162.66557,298.30743
483.4,55.33615,181.32027,283.24036
483.817,260.81253,266.15881,130.46634
484.234,303.54749,281.47742,116.85346
484.651,310.81482,285.03534,117.25277
485.068,309.69562,293.45319,115.00047
485.485,303.60541,298.50824,109.82034
485.902,302.40225,295.49664,106.50771
486.319,303.97125,298.66217,103.35535
486.736,301.64749,297.92596,104.34322
487.153,302.93668,294.32843,101.75105
487.57,300.69257,295.79166,100.13239
487.987,299.90607,296.05795,100.47305
488.405,298.44916,299.20016,110.71265
488.822,316.32031,331.80902,98.42694
489.239,321.81894,328.91214,99.45845
489.656,321.43896,330.13736,112.14506
490.073,326.55017,332.92752,111.16853
490.49,328.89172,333.7041,114.19689
490.907,328.7951,338.48633,118.94907
491.324,330.42523,337.76068,113.50307
491.741,329.5184,335.44577,108.55212
492.158,329.64014,333.45825,106.67278
492.575,325.04956,330.41516,123.67877
492.992,266.79892,282.31659,208.69208
493.41,252.12308,267.30014,150.46788
493.827,258.65851,248.23848,166.47758
494.244,217.22156,193.2816,335.17099
494.661,123.12799,106.87082,433.99887
495.078,41.92893,109.36776,431.01749
495.495,41.48493,120.90634,355.10638
495.912,177.79935,199.4171,242.77908
496.329,260.41925,245.55212,157.85782
496.746,281.53439,250.33363,148.03458
497.163,280.80673,248.47949,143.08904
497.58,284.22098,246.86354,143.92345
497.997,290.25449,244.54927,148.45132
498.415,293.47696,240.78848,153.62257
498.832,293.32471,238.15479,159.44481
499.249,284.95624,250.88062,161.94814
499.666,292.70184,259.36734,152.20695
500.083,295.1496,260.5946,149.58031
500.5,300.96948,260.00763,144.03432
500.917,294.91797,260.31866,140.29007
501.334,302.10526,260.04483,138.80818
501.751,298.04474,259.81015,136.46025
502.168,301.23248,259.60529,138.71899
502.585,300.87479,259.41183,139.48543
503.003,301.60046,257.85831,130.65308
503.42,299.28326,258.55249,131.06682
503.837,297.84198,259.45798,127.28659
504.254,298.1741,257.53336,127.27788
504.671,299.66956,258.83383,127.33675
505.088,302.08664,262.3306,133.06369
505.505,322.33334,297.27725,145.89912
505.922,333.33777,311.1705,141.42134
506.339,335.63657,316.30374,147.97813
506.756,334.85184,320.45932,163.68161
507.173,341.72046,319.0358,175.53081
507.59,348.50711,320.11429,175.66936
508.008,348.28735,310.81262,170.19861
508.425,317.08221,284.07971,182.94017
508.842,260.83621,212.26956,190.26042
509.259,241.82043,202.88834,171.88704
509.676,186.34302,209.86771,93.13565
510.093,148.82794,252.27754,111.4248
510.51,122.44773,187.37689,298.60318
510.927,57.37163,94.35353,387.53928
511.344,56.91366,57.20822,358.05569
511.761,89.10993,139.85175,326.36862
512.178,207.56427,237.56688,144.91466
512.595,270.7413,262.63501,118.59224
513.013,283.48865,265.58835,112.61112
513.43,287.91058,293.91949,126.49965
513.847,284.34445,306.66977,108.09221
514.264,283.31189,307.06802,105.1321
514.681,278.04932,303.74567,112.04195
515.098,278.19696,302.17172,111.12874
515.515,290.61725,324.50766,112.27607
515.932,304.14246,328.80014,121.13929
516.349,305.73517,329.1879,122.87598
516.766,308.49304,335.1506,125.70898
517.183,311.29507,332.28729,128.46916
517.6,307.9639,324.64682,118.80091
518.018,304.75089,318.49722,89.13199
518.435,304.09949,313.64691,74.16908
518.852,306.10434,313.9924,63.28581
519.269,315.39343,301.52444,57.67723
519.686,317.51923,287.71957,52.53947
520.103,318.52289,289.84607,57.96329
520.52,307.93323,286.90555,100.57843
520.937,251.16063,272.71332,250.18053
521.354,75.48464,74.70077,360.45193
521.771,130.56165,211.71283,364.66583
522.188,96.3375,113.46387,365.12784
522.605,9.54542,5.0522,313.49033
523.023,37.98643,12.50196,266.37271
523.44,60.5335,6.29024,235.76021
523.857,123.37904,138.09662,206.27452
524.274,169.51364,260.03751,208.71667
524.691,225.21811,252.87886,199.77542
525.108,235.6983,247.81436,196.61018
525.525,251.96754,265.24026,170.96245
525.942,263.36731,278.87555,150.46666
526.359,266.95804,283.61862,139.44295
526.776,276.66858,291.68353,131.22008
527.193,278.44196,292.56876,123.17686
527.61,281.62799,293.21332,122.32529
528.028,284.05823,293.96991,122.02827
528.445,286.13028,289.38852,120.38728
528.862,291.58572,290.07465,119.71233
529.279,291.31161,289.93152,114.12399
529.696,294.96201,293.62283,112.49334
530.113,301.67645,308.73706,136.42125
530.53,320.53101,320.36188,129.125
530.947,322.79709,324.06342,124.84264
531.364,327.08102,328.00208,126.70805
531.781,332.93338,318.49124,127.40408
532.198,321.0929,308.99991,140.96843
532.615,315.54468,274.85562,211.23862
533.033,295.42532,203.3643,327.64572
533.45,280.64511,184.59177,315.36365
533.867,125.0821,124.42732,368.75858
534.284,-19.35101,130.98651,330.43045
534.701,-14.61522,136.12444,310.7915
535.118,30.26011,157.23488,322.70291
535.535,303.79187,264.3114,140.31767
535.952,313.21188,260.39813,156.91164
536.369,312.15652,259.38834,142.82645
536.786,312.73242,256.28702,135.48596
537.203,312.61554,258.33289,136.80576
537.62,316.06537,262.07129,134.51529
538.037,305.63062,267.28839,140.57419
538.455,308.82697,260.4288,137.7968
538.872,306.99884,254.9447,128.22116
539.289,309.20825,252.15056,123.79743
539.706,319.86679,253.7155,126.85279
540.123,350.39767,277.61789,164.21561
540.54,381.16287,282.70319,185.51552
540.957,357.05719,260.87735,150.74448
541.374,362.71982,263.97214,146.72775
541.791,346.24585,259.77383,142.21281
542.208,334.38812,229.69508,230.38329
542.625,298.44125,211.23859,261.88574
543.042,313.08429,260.6301,145.08018
543.46,300.52136,248.69402,149.78455
543.877,303.63687,41.0251,260.02216
544.294,252.38956,183.69228,210.25963
544.711,264.1319,242.71362,164.27573
545.128,275.16388,256.92267,171.8494
545.545,301.15594,299.75717,182.53621
545.962,318.12061,314.11752,167.08755
546.379,322.88956,328.77243,172.52385
546.796,327.06366,329.62122,167.88835
547.213,327.69836,323.0256,167.3504
547.63,311.52618,319.21588,179.26442
548.047,309.71011,317.53635,192.2394
548.465,299.55383,307.21158,203.00429
548.882,211.81581,238.16129,281.26532
549.299,183.43243,221.85153,268.66318
549.716,64.3676,196.92477,304.34125
550.133,124.80321,84.51454,479.87228
550.55,135.79993,24.5191,474.41052
550.967,136.13548,35.16618,447.84616
551.384,228.17719,224.14427,297.05179
551.801,311.95108,293.10559,126.22885
552.218,298.47662,275.67831,139.4368
552.635,299.52161,272.6322,130.64478
553.052,302.9646,271.62131,127.12069
553.47,305.50342,271.78317,128.53459
553.887,308.0365,273.52988,128.58449
554.304,306.94916,274.66019,125.68076
554.721,307.00742,275.1814,122.47525
555.138,305.49234,274.70596,121.04588
555.555,306.59799,275.06076,120.59978
555.972,307.09094,275.0304,121.22571
556.389,307.70862,274.19937,123.28549
556.806,271.95782,284.08145,125.88587
557.223,298.01761,281.8595,127.02328
557.64,295.91202,279.62396,123.80363
558.057,291.45792,274.86057,120.64482
558.475,305.90558,298.58032,127.73447
558.892,322.58578,311.2616,123.96345
559.309,313.42355,306.37164,131.42085
559.726,315.09009,312.83377,129.40054
560.143,320.15073,311.07074,131.36824
560.56,323.54303,310.21594,130.53568
560.977,328.43134,306.8638,121.09352
561.394,328.21463,305.90784,119.02999
561.811,328.02042,305.02707,118.94746
562.228,328.36832,305.65009,118.87291
562.645,330.00879,306.38718,119.0717
563.063,330.64865,305.37469,118.67091
563.48,318.12625,297.90344,129.2646
563.897,184.10114,204.44981,147.66028
564.314,102.71178,229.49727,117.81071
564.731,193.72281,245.67769,118.03899
565.148,278.60001,143.56587,172.83966
565.565,263.69559,138.86623,175.10608
565.982,294.96265,221.20705,136.18945
566.399,335.06299,289.30685,132.73111
566.816,331.6525,289.55478,126.47945
567.233,332.53296,281.58453,126.90144
567.65,331.25607,276.38486,127.08855
568.068,329.62186,274.99966,131.39775
568.485,310.01279,276.4505,142.81406
568.902,296.47528,271.75058,133.25952
569.319,296.39624,270.22665,131.91144
569.736,301.28894,287.69116,134.87204
570.153,318.92542,325.66931,95.20847
570.57,330.25363,330.83173,82.62392
570.987,346.436,338.18936,80.10083
571.404,352.34818,340.39362,75.05553
571.821,351.60349,341.11859,68.36105
572.238,341.74261,328.41623,71.00111
572.655,333.36127,326.1015,70.3409
573.073,333.27921,324.68912,70.62351
573.49,335.60068,316.5206,68.74253
573.907,327.28735,307.28918,89.15585
574.324,255.3689,189.49353,321.28967
574.741,120.40591,6.56993,494.85568
575.158,28.98826,116.46018,294.03311
575.575,164.31538,158.87375,228.16953
575.992,230.95316,133.97058,258.82693
576.409,191.04807,203.82065,329.80063
576.826,302.42636,246.0992,206.36087
577.243,307.30621,271.11282,178.29854
577.66,305.08466,271.26004,174.10098
578.078,306.5661,268.31705,170.55739
578.495,315.17346,271.67538,169.94377
578.912,317.71729,272.40607,168.67546
579.329,319.06921,272.15057,166.71811
579.746,319.88144,273.06769,166.42072
580.163,322.70105,274.7814,167.15825
580.58,323.77716,275.27664,165.81981
580.997,328.34726,274.40634,166.53009
581.414,323.6586,275.70801,162.70016
581.831,315.28226,315.50357,124.43958
582.248,318.02667,333.6774,103.09608
582.665,315.04819,325.68851,96.37221
583.083,316.70389,327.39383,93.17921
583.5,320.03113,328.1644,90.08415
583.917,320.2467,322.23111,90.52811
584.334,312.68753,324.57996,100.15881
584.751,303.86331,332.41464,102.05428
585.168,308.70523,298.51932,93.86963
585.585,314.3862,294.02026,91.3644
586.002,316.40189,298.16769,95.35457
586.419,317.80869,298.64395,100.25961
586.836,318.16776,294.06516,104.69019
587.253,290.93317,244.03061,147.74788
587.67,272.91681,213.50241,206.33971
588.088,219.41975,190.71254,238.42352
588.505,181.11911,216.45808,194.08449
588.922,149.5027,202.51997,99.80481
589.339,169.52742,215.8967,129.58856
589.756,252.76636,243.59792,142.56345
590.173,265.07068,251.87863,147.31776
590.59,270.80289,254.94763,148.78964
591.007,275.66888,254.547,151.81918
591.424,277.10098,254.54544,145.90472
591.841,277.729,255.4899,144.18745
592.258,281.56857,256.97461,145.19102
592.675,283.19501,257.21759,144.08641
593.093,282.89539,257.77203,143.52095
593.51,284.22168,257.7002,143.35335
593.927,285.10333,257.55576,144.33812
594.344,285.90424,256.85596,145.22
594.761,298.39774,264.45844,166.60551
595.178,323.95444,313.24405,131.59131
595.595,339.5304,318.547,124.60703
596.012,339.52063,313.25623,122.75322
596.429,339.85983,310.7402,121.19006
596.846,335.29675,307.0499,93.84618
597.263,334.46732,305.53079,94.43167
597.68,334.70233,305.28864,99.23035
598.097,326.1113,299.2775,122.7019
598.515,309.5531,283.82309,158.38106
598.932,307.41696,282.58731,163.65176
599.349,305.60684,278.96887,173.13342
599.766,301.72672,268.84805,196.34494
600.183,298.87567,254.56979,232.03477
600.6,276.9859,237.7054,262.66516
601.017,265.29608,231.77736,287.66821
601.434,269.61508,232.86629,271.7377
601.851,250.77197,222.59378,287.65463
602.268,191.86731,198.15343,317.85016
602.685,118.29488,178.26573,311.95319
603.102,100.82249,166.02084,279.49448
603.52,118.9469,178.16446,273.71014
603.937,247.43152,228.41052,168.17682
604.354,299.61807,272.20932,125.68428
604.771,310.01978,274.52771,123.5894
605.188,300.03241,272.19916,120.19279
605.605,305.56912,272.52081,117.23595
606.022,312.46896,273.71771,118.47452
606.439,318.80896,275.979,118.49807
606.856,322.98315,271.24713,119.91602
607.273,308.14139,278.56763,123.40218
607.69,308.45514,278.73856,125.06042
608.107,312.83884,274.59155,129.03201
608.525,313.46863,273.16547,129.99677
608.942,316.99777,273.75336,122.73074
609.359,312.55051,283.47046,113.25464
609.776,317.15042,317.63037,97.60726
610.193,324.24478,321.42209,96.87836
610.61,328.53729,329.21774,90.44492
611.027,328.01599,329.63736,85.29739
611.444,329.77145,318.73584,81.12446
611.861,329.78052,303.27908,62.50026
612.278,332.19373,303.48969,59.6264
612.695,334.60513,305.46481,57.98243
613.112,337.51147,304.56006,58.55347
