0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
6.711511773861971175e-01,6.908029759517729795e-01,6.389693092488317738e-01,4.504439029068784128e-01,4.772087515838259186e-01,4.082817781619292319e-01,7.511584172719977248e-01,7.133687742328295167e-01,6.528021059399126136e-01,5.561969958554099369e-01,4.099853376422731843e-01,4.207148913402655177e-01
7.414121323252157447e-01,7.568370754468857209e-01,6.767146595774568008e-01,5.496919499590227076e-01,5.728023587709949460e-01,4.579427304870334892e-01,7.986535736210700342e-01,7.780009999123821407e-01,6.672861772143326986e-01,6.319613958948910870e-01,4.974717617054135177e-01,4.311762752518957242e-01
7.696997956659009654e-01,7.925118106864816880e-01,7.320218786917371823e-01,5.924377754481293668e-01,6.280749700775656308e-01,5.358560308833802965e-01,8.049398990554383904e-01,7.613091118623307452e-01,7.050766743696347261e-01,6.406403310972331733e-01,4.569734101160762840e-01,4.757789249072837956e-01
8.106375945019904661e-01,8.048771446801746832e-01,7.461903112621174339e-01,6.571333096199731827e-01,6.478272180285106208e-01,5.567999806214558589e-01,8.142045379010828254e-01,7.679473664579634651e-01,7.053140875945750343e-01,6.523402690964842376e-01,4.613757665240938444e-01,4.687483038501918386e-01
8.399035855771840309e-01,8.312912817030476686e-01,7.743259779978647339e-01,7.054380330654099751e-01,6.910451950354956629e-01,5.995807202023497595e-01,7.969627619349108905e-01,7.529125737792461415e-01,7.020702324455782017e-01,6.174008186495374417e-01,4.214694379213314024e-01,4.522208092015239655e-01
8.544366764927144864e-01,8.443423756173669137e-01,8.055721182215580534e-01,7.300620341359154164e-01,7.129140472631783076e-01,6.489464376559681558e-01,7.896946517273930599e-01,7.530137873736157950e-01,6.965165707931654238e-01,6.036695999163521620e-01,4.201428321855960046e-01,4.333678286183934025e-01
8.651820628683920544e-01,8.556878190182785060e-01,8.372205346721816044e-01,7.485400019092061097e-01,7.322016436162579467e-01,7.009382236767737195e-01,7.839222649656752973e-01,7.457658562119764412e-01,6.820451054638241306e-01,5.959807642243011294e-01,4.151827013119590015e-01,4.039851273491523731e-01
8.725146107815486829e-01,8.636300759264152749e-01,8.581662510065924954e-01,7.612817460272771619e-01,7.458569080446656452e-01,7.364493143667095731e-01,7.802353071358569814e-01,7.421755607099929097e-01,6.660052021045137494e-01,5.877540341208038477e-01,4.042657192829421930e-01,3.651005509884498457e-01
8.756829662090961364e-01,8.731762989802726027e-01,8.834583422686803633e-01,7.668206573087608113e-01,7.624368491008864934e-01,7.804986425241252634e-01,7.755119825748937323e-01,7.315136350169459956e-01,6.538795177077704190e-01,5.780123813687630951e-01,3.783334249025283036e-01,3.306331842115081132e-01
8.966879940749243882e-01,8.813154558459019849e-01,8.859507357557943052e-01,8.040493587181116730e-01,7.767169327128697898e-01,7.849087061862334291e-01,7.796811376502539304e-01,7.391973258740466290e-01,6.525494939828170304e-01,5.816902727619004398e-01,3.920863288013838321e-01,3.263739521784143616e-01
9.021681762795347170e-01,8.814108278741762392e-01,9.013162388195355978e-01,8.139074182915412292e-01,7.768850474938412409e-01,8.123709623597942242e-01,7.818209995005312996e-01,7.403485228048922728e-01,6.473072786833716785e-01,5.843010926857026277e-01,3.944999829874771269e-01,3.130832716035598651e-01
9.074893202528091507e-01,8.823257504379476979e-01,9.206711794143876970e-01,8.235368663729052408e-01,7.784987298858870863e-01,8.476354206042798767e-01,7.791239779770736673e-01,7.393636282903104373e-01,6.386893239306690173e-01,5.764313061663316473e-01,3.910351384541582709e-01,2.795181555223288372e-01
9.134468651283084162e-01,8.874817840957076598e-01,9.349215814035701788e-01,8.343851754127337150e-01,7.876239171017002105e-01,8.740783633741526781e-01,7.743625110211518336e-01,7.379760487132913660e-01,6.306470161823728438e-01,5.675974118339961461e-01,3.907552633065360936e-01,2.578828904189931492e-01
9.159160368856399392e-01,9.204003973851045961e-01,9.352556917232858202e-01,8.389021866242971637e-01,8.471368915066583849e-01,8.747032089008017763e-01,7.725604952333972042e-01,7.283759091937188623e-01,6.306086275070930114e-01,5.634708913035393341e-01,3.689613206615868224e-01,2.568476109762538595e-01
